chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
,,42427,0,0,0,0,0,2,0.6,,0,Kieran,0.0,407,False,,,45.599999999999994,42427.jpg,0.0,Gibbs,0.9,False,,a,18,35,0,0,0,0,0,0.0,0.0,Gibbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400.0,147.0,386.0,147.0,368.0,142.0,400.0,147.0
,,49440,0,0,0,0,0,4,0.5,,0,Hal,0.0,408,False,,,55.4,49440.jpg,0.0,Robson-Kanu,0.6,False,,a,18,35,0,0,0,0,0,0.0,0.0,Robson-Kanu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476.0,55.0,475.0,55.0,473.0,55.0,476.0,55.0
,,49944,0,0,0,0,0,3,0.4,,0,Jake,0.0,409,False,,,50.9,49944.jpg,0.0,Livermore,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Livermore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,449.0,175.0,443.0,175.0,436.0,174.0,449.0,175.0
,,49957,0,0,0,0,0,3,0.8,,0,Kamil,0.0,410,False,,,55.6,49957.jpg,0.0,Grosicki,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Grosicki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,477.0,192.0,476.0,192.0,474.0,192.0,477.0,192.0
,,50229,0,0,0,0,0,3,0.8,,0,Matt,0.0,411,False,,,55.699999999999996,50229.jpg,0.0,Phillips,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,478.0,193.0,477.0,193.0,475.0,193.0,478.0,193.0
,,59940,0,0,0,0,0,2,0.6,,0,Kyle,0.0,412,False,,,45.699999999999996,59940.jpg,0.0,Bartley,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Bartley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404.0,149.0,390.0,149.0,373.0,144.0,404.0,149.0
,,61600,0,0,0,0,0,3,0.4,,0,Romaine,0.0,413,False,,,50.8,61600.jpg,0.0,Sawyers,0.1,False,,a,18,35,0,0,0,0,0,0.0,0.0,Sawyers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,453.0,177.0,447.0,177.0,440.0,176.0,453.0,177.0
,,77777,0,0,0,0,0,2,0.6,,0,Ahmed El-Sayed,0.0,414,False,,,45.9,77777.jpg,0.0,Hegazy,1.7,False,,a,18,35,0,0,0,0,0,0.0,0.0,Hegazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407.0,152.0,395.0,152.0,379.0,147.0,407.0,152.0
,,78356,0,0,0,0,0,4,0.5,,0,Charlie,0.0,415,False,,,56.0,78356.jpg,0.0,Austin,1.3,False,,a,18,35,0,0,0,0,0,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,482.0,56.0,482.0,56.0,480.0,56.0,482.0,56.0
75.0,,82078,0,0,0,0,0,4,0.2,,0,Kenneth,0.0,416,False,Calf injury - 75% chance of playing,2020-09-06T03:00:11.234287Z,50.2,82078.jpg,0.0,Zohore,0.4,False,,d,18,35,0,0,0,0,0,0.0,0.0,Zohore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456.0,52.0,452.0,52.0,445.0,52.0,456.0,52.0
,,101982,0,0,0,0,0,1,0.7,,0,Sam,0.0,417,False,,,45.300000000000004,101982.jpg,0.0,Johnstone,1.1,False,,a,18,35,0,0,0,0,0,0.0,0.0,Johnstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415.0,44.0,404.0,33.0,389.0,28.0,415.0,44.0
75.0,,108053,0,0,0,0,0,2,0.5,,0,Conor,0.0,418,False,Ankle injury - 75% chance of playing,2020-09-06T03:00:11.250855Z,45.1,108053.jpg,0.0,Townsend,0.2,False,,d,18,35,0,0,0,0,0,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,417.0,158.0,407.0,158.0,393.0,154.0,417.0,158.0
,,146426,0,0,0,0,0,2,1.1,,0,Oluwasemilogo Adesewo Ibidapo,0.0,419,False,,,50.599999999999994,146426.jpg,0.0,Ajayi,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,Ajayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461.0,176.0,458.0,176.0,453.0,175.0,461.0,176.0
0.0,,173809,0,0,0,0,0,3,0.0,,0,Jonathan,0.0,420,False,Joined Birmingham City on a permanent deal on 28/8,2020-08-28T12:30:11.345089Z,46.0,173809.jpg,0.0,Leko,0.2,False,,u,18,35,0,0,0,0,0,0.0,0.0,Leko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,427.0,169.0,418.0,169.0,404.0,163.0,427.0,169.0
,,174593,0,0,0,0,0,3,0.4,,0,Kyle,0.0,421,False,,,50.89999999999999,174593.jpg,0.0,Edwards,0.0,False,,a,18,35,0,0,0,0,0,0.0,0.0,Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,467.0,187.0,464.0,187.0,460.0,187.0,467.0,187.0
,,176420,0,0,0,0,0,2,0.6,,0,Darnell,0.0,422,False,,,45.5,176420.jpg,0.0,Furlong,0.1,False,,a,18,35,0,0,0,0,0,0.0,0.0,Furlong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428.0,163.0,419.0,163.0,405.0,159.0,428.0,163.0
,,195864,0,0,0,0,0,3,0.4,,0,Sam,0.0,423,False,,,50.699999999999996,195864.jpg,0.0,Field,0.0,False,,a,18,35,0,0,0,0,0,0.0,0.0,Field,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468.0,188.0,465.0,188.0,461.0,188.0,468.0,188.0
,,197937,0,0,0,0,0,3,0.0,,0,Oliver,0.0,424,False,,,45.7,197937.jpg,0.0,Burke,0.6,False,,a,18,35,0,0,0,0,0,0.0,0.0,Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434.0,170.0,425.0,170.0,412.0,164.0,434.0,170.0
,,216616,0,0,0,0,0,2,0.6,,0,Dara,0.0,425,False,,,45.800000000000004,216616.jpg,0.0,O'Shea,0.4,False,,a,18,35,0,0,0,0,0,0.0,0.0,O'Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441.0,171.0,432.0,171.0,421.0,168.0,441.0,171.0
,,232427,0,0,0,0,0,3,0.0,,0,Rekeem,0.0,426,False,,,45.599999999999994,232427.jpg,0.0,Harper,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,Harper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,443.0,173.0,434.0,173.0,423.0,169.0,443.0,173.0
,,179830,0,0,0,0,0,3,0.8,,0,Grady,0.0,446,False,,,55.4,179830.jpg,0.0,Diangana,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,Diangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,492.0,201.0,492.0,201.0,490.0,201.0,492.0,201.0
,,210407,0,0,0,0,0,3,1.1,,0,Matheus,0.0,481,False,,,60.3,210407.jpg,0.0,Pereira,4.3,False,,a,18,35,0,0,0,0,0,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497.0,204.0,497.0,204.0,497.0,204.0,497.0,204.0
,,183015,0,0,0,0,0,2,0.6,,0,Cedric,0.0,499,False,,,46.0,183015.jpg,0.0,Kipre,0.0,False,,a,18,35,0,0,0,0,0,0.0,0.0,Kipre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430.0,165.0,421.0,165.0,408.0,162.0,430.0,165.0
,,18073,0,0,0,0,0,3,1.4,,0,Mark,0.0,427,False,,,50.599999999999994,18073.jpg,3.2,Noble,2.3,False,,a,19,21,105,0,0,0,0,0.0,21.0,Noble,2675,4,4,7,44,0,0,0,5,0,0,8,504,542.2,602.2,164.0,131.1,99.0,32.0,30.0,24.0,195.0,103.0,83.0,49.0
100.0,,18987,0,0,0,0,0,3,2.1,,0,Robert,0.0,428,False,,2020-09-03T14:30:12.052712Z,60.9,18987.jpg,3.6,Snodgrass,0.1,False,,a,19,21,87,0,0,0,0,0.0,14.5,Snodgrass,1504,5,5,3,33,0,0,0,4,0,0,8,312,422.2,552.1,320.0,129.7,154.0,61.0,38.0,31.0,109.0,60.0,85.0,50.0
,,19194,0,0,0,0,0,1,1.0,,0,David,0.0,429,False,,,40.89999999999999,19194.jpg,4.0,Martin,8.1,False,,a,19,21,20,0,0,0,0,0.0,5.0,Martin,435,0,0,2,6,0,0,0,1,0,15,2,86,112.0,0.0,0.0,11.2,306.0,24.0,361.0,11.0,340.0,4.0,341.0,24.0
,,32259,0,0,0,0,0,1,1.7,,0,Darren,0.0,430,False,,,45.3,32259.jpg,1.5,Randolph,0.3,False,,a,19,21,3,0,0,0,0,0.0,0.7,Randolph,180,0,0,0,5,0,0,0,0,0,6,0,27,49.6,0.0,0.0,4.9,337.0,29.0,382.0,22.0,364.0,16.0,356.0,29.0
,,37096,0,0,0,0,0,1,2.5,,0,Lukasz,0.0,431,False,,,50.699999999999996,37096.jpg,3.3,Fabianski,1.9,False,,a,19,21,83,0,0,0,0,0.0,16.6,Fabianski,2117,0,0,5,34,0,1,0,1,0,72,5,414,531.2,0.0,0.0,53.2,104.0,15.0,440.0,42.0,433.0,38.0,249.0,15.0
,,40669,0,0,0,0,0,2,2.1,,0,Angelo,0.0,432,False,,,50.5,40669.jpg,2.6,Ogbonna,0.4,False,,a,19,21,81,0,0,0,0,0.0,16.2,Ogbonna,2786,2,0,7,44,1,0,0,4,0,0,0,453,579.0,37.8,168.0,78.4,78.0,29.0,296.0,105.0,194.0,49.0,177.0,48.0
0.0,,40694,0,0,0,0,0,1,0.0,,0,Roberto,0.0,433,False,Joined Real Valladolid on a permanent deal on 28/8,2020-08-28T09:00:07.307179Z,46.499999999999986,40694.jpg,2.2,Jimenez Gago,0.1,False,,u,19,21,18,0,0,0,0,0.0,4.0,Roberto,686,0,0,0,17,1,0,0,0,0,36,1,134,239.0,0.0,0.0,23.9,242.0,21.0,385.0,25.0,367.0,19.0,309.0,21.0
,,54102,0,0,0,0,0,3,1.4,,0,Jack,0.0,434,False,,,50.99999999999999,54102.jpg,1.0,Wilshere,0.2,False,,a,19,21,8,0,0,0,0,0.0,1.6,Wilshere,209,0,0,0,5,0,0,0,0,0,0,0,14,6.4,7.0,4.0,1.5,372.0,158.0,339.0,156.0,332.0,156.0,373.0,158.0
,,55459,0,0,0,0,0,2,2.1,,0,Aaron,0.0,435,False,,,50.89999999999999,55459.jpg,2.5,Cresswell,1.2,False,,a,19,21,79,0,0,0,0,0.0,15.8,Cresswell,2727,3,0,5,51,0,0,0,7,0,0,5,444,535.4,441.0,180.0,115.9,102.0,40.0,71.0,13.0,184.0,41.0,102.0,22.0
,,56377,0,0,0,0,0,3,2.1,,0,Andriy,0.0,436,False,,,61.2,56377.jpg,3.0,Yarmolenko,0.3,False,,a,19,21,70,0,0,0,0,0.0,11.7,Yarmolenko,981,5,1,3,17,0,0,0,2,0,0,10,231,284.4,265.7,329.0,87.9,215.0,90.0,137.0,91.0,103.0,56.0,161.0,86.0
,,57531,0,0,0,0,0,4,2.1,,0,Michail,0.0,437,False,,,65.8,57531.jpg,4.6,Antonio,13.2,False,,a,19,21,111,0,0,0,0,0.0,17.1,Antonio,1767,10,4,3,30,0,0,0,3,0,0,8,284,552.8,377.4,1094.0,201.7,92.0,13.0,95.0,11.0,20.0,12.0,36.0,13.0
,,81012,0,0,0,0,0,2,1.6,,0,Ryan,0.0,438,False,,,45.699999999999996,81012.jpg,2.7,Fredericks,0.9,False,,a,19,21,74,0,0,0,0,0.0,16.4,Fredericks,2235,0,3,7,39,0,0,0,7,0,0,7,423,491.2,333.7,76.0,90.5,124.0,45.0,108.0,23.0,263.0,89.0,153.0,40.0
75.0,,86934,0,0,0,0,0,3,1.7,,0,Manuel,0.0,439,False,Knock - 75% chance of playing,2020-09-07T01:00:16.188981Z,65.3,86934.jpg,2.1,Lanzini,0.2,False,,d,19,21,50,0,0,0,0,0.0,7.7,Lanzini,1370,0,3,2,30,0,0,0,1,0,0,3,234,219.0,464.8,281.0,96.5,259.0,113.0,59.0,46.0,124.0,70.0,143.0,76.0
,,101537,0,0,0,0,0,3,2.2,,0,Felipe Anderson,0.0,440,False,,,65.5,101537.jpg,2.6,Pereira Gomes,0.6,False,,a,19,21,66,0,0,0,0,0.0,10.2,Felipe Anderson,1493,1,4,7,27,0,0,0,1,0,0,1,299,377.2,414.7,355.0,114.8,172.0,72.0,87.0,63.0,94.0,51.0,106.0,62.0
,,103123,0,0,0,0,0,4,2.1,,0,Sébastien,0.0,441,False,,,65.6,103123.jpg,3.2,Haller,0.8,False,,a,19,21,102,0,0,0,0,0.0,15.7,Haller,2259,7,3,5,41,0,0,0,1,0,0,11,327,450.4,354.5,1012.0,180.9,135.0,17.0,99.0,13.0,25.0,15.0,43.0,16.0
,,105717,0,0,0,0,0,2,1.6,,0,Arthur,0.0,442,False,,,45.699999999999996,105717.jpg,1.5,Masuaku,0.3,False,,a,19,21,26,0,0,0,0,0.0,5.8,Masuaku,930,0,1,2,18,0,0,0,4,1,0,3,166,240.8,128.6,53.0,42.4,239.0,93.0,213.0,55.0,281.0,98.0,276.0,93.0
,,166640,0,0,0,0,0,2,1.6,,0,Fabián,0.0,443,False,,,45.4,166640.jpg,2.4,Balbuena,0.2,False,,a,19,21,40,0,0,0,0,0.0,8.9,Balbuena,1176,1,0,3,24,0,0,0,2,0,0,3,210,268.0,18.5,149.0,43.6,226.0,86.0,322.0,119.0,202.0,53.0,274.0,92.0
0.0,,167522,0,0,0,0,0,4,0.0,,0,Jordan,0.0,444,False,Joined Norwich City on a permanent deal on 24/8,2020-08-24T18:30:13.532593Z,55.9,167522.jpg,0.0,Hugill,0.0,False,,u,19,21,0,0,0,0,0,0.0,0.0,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,491.0,59.0,491.0,59.0,489.0,59.0,491.0,59.0
,,178186,0,0,0,0,0,3,2.2,,0,Jarrod,0.0,445,False,,,65.3,178186.jpg,3.4,Bowen,1.0,False,,a,19,21,44,0,0,0,0,0.0,6.8,Bowen,916,1,4,1,13,0,0,0,0,0,0,3,173,221.4,235.0,342.0,79.8,257.0,112.0,153.0,100.0,100.0,54.0,175.0,93.0
0.0,,181008,0,0,0,0,0,4,0.0,,0,Albian,0.0,447,False,Transferred to Celtic,2020-08-15T12:28:02.359786Z,55.4,181008.jpg,1.0,Ajeti,0.0,False,,u,19,21,9,0,0,0,0,0.0,1.6,Ajeti,132,0,0,0,3,0,0,0,0,0,0,0,16,5.2,22.9,47.0,7.3,373.0,49.0,320.0,47.0,288.0,47.0,350.0,48.0
,,204480,0,0,0,0,0,3,1.4,,0,Declan,0.0,448,False,,,50.699999999999996,204480.jpg,2.8,Rice,5.3,False,,a,19,21,105,0,0,0,0,0.0,21.0,Rice,3420,1,5,7,62,0,0,0,6,0,0,8,616,715.8,350.8,259.0,132.5,47.0,13.0,100.0,67.0,136.0,81.0,81.0,47.0
,,215439,0,0,0,0,0,3,1.4,,0,Tomas,0.0,449,False,,,50.8,215439.jpg,3.2,Soucek,7.9,False,,a,19,21,41,0,0,0,0,0.0,8.2,Soucek,1039,3,0,1,18,1,0,0,0,0,0,3,155,254.2,73.1,293.0,62.1,232.0,98.0,253.0,134.0,118.0,66.0,226.0,109.0
,,217593,0,0,0,0,0,3,2.2,,0,Pablo,0.0,450,False,,,65.2,217593.jpg,2.6,Fornals,0.1,False,,a,19,21,93,0,0,0,0,0.0,14.3,Fornals,2167,2,6,6,35,0,0,0,3,0,0,4,346,350.4,359.7,381.0,109.2,181.0,76.0,98.0,66.0,86.0,45.0,113.0,65.0
100.0,,219924,0,0,0,0,0,2,1.6,,0,Issa,0.0,451,False,,2020-09-03T14:30:12.072304Z,45.400000000000006,219924.jpg,2.4,Diop,1.5,False,,a,19,21,76,0,0,0,0,0.0,16.9,Diop,2765,3,1,4,54,0,0,0,8,0,0,3,424,610.0,64.3,210.0,88.7,68.0,27.0,266.0,87.0,162.0,33.0,159.0,41.0
,,222018,0,0,0,0,0,2,1.0,,0,Ben,0.0,452,False,,,41.39999999999999,222018.jpg,2.0,Johnson,3.2,False,,a,19,21,6,0,0,0,0,0.0,1.5,Johnson,270,0,0,0,3,0,0,0,0,0,0,0,32,48.0,25.2,1.0,7.4,340.0,124.0,316.0,117.0,339.0,129.0,349.0,125.0
,,19236,0,0,0,0,0,1,1.7,,0,John,0.0,453,False,,,45.5,19236.jpg,0.0,Ruddy,0.4,False,,a,20,39,0,0,0,0,0,0.0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,398.0,38.0,380.0,20.0,361.0,13.0,398.0,38.0
,,19624,0,0,0,0,0,3,1.8,,0,João Filipe Iria,0.0,454,False,,,55.89999999999999,19624.jpg,3.0,Santos Moutinho,3.1,False,,a,20,39,113,0,0,0,0,0.0,20.5,Moutinho,3105,1,7,11,36,0,0,0,7,0,0,12,617,712.0,1200.1,122.0,204.0,48.0,14.0,5.0,4.0,218.0,113.0,35.0,19.0
,,38533,0,0,0,0,0,1,3.2,,0,Rui Pedro,0.0,455,False,,,55.99999999999999,38533.jpg,4.0,dos Santos Patrício,6.7,False,,a,20,39,153,0,0,0,0,0.0,27.8,Patrício,3420,0,0,13,40,0,2,0,0,0,90,8,680,741.0,0.0,0.0,74.3,41.0,9.0,474.0,50.0,472.0,48.0,187.0,10.0
,,41727,0,0,0,0,0,2,1.6,,0,Ryan,0.0,456,False,,,45.1,41727.jpg,2.0,Bennett,0.5,False,,a,20,39,32,0,0,0,0,0.0,7.1,Bennett,932,0,0,3,17,0,0,0,2,0,0,2,176,161.4,41.0,16.0,21.8,285.0,107.0,292.0,101.0,316.0,117.0,317.0,114.0
,,90585,0,0,0,0,0,2,2.5,,0,Willy,0.0,458,False,,,55.5,90585.jpg,4.4,Boly,2.2,False,,a,20,39,97,0,0,0,0,0.0,17.6,Boly,1980,0,1,12,15,0,0,0,1,1,0,10,470,477.0,85.8,119.0,68.4,127.0,46.0,240.0,73.0,223.0,63.0,205.0,60.0
,,94147,0,0,0,0,0,2,2.1,,0,Conor,0.0,459,False,,,50.599999999999994,94147.jpg,3.1,Coady,7.2,False,,a,20,39,118,0,0,0,0,0.0,23.6,Coady,3420,0,0,13,40,0,0,0,5,0,0,7,648,556.4,68.8,0.0,62.4,89.0,35.0,260.0,84.0,447.0,173.0,223.0,71.0
,,102057,0,0,0,0,0,4,3.0,,0,Raúl,0.0,460,False,,,86.29999999999998,102057.jpg,5.1,Jiménez,19.9,False,,a,20,39,194,0,0,0,0,0.0,22.8,Jiménez,3241,17,7,15,36,0,0,0,3,0,0,33,685,911.6,668.2,1680.0,325.4,14.0,3.0,25.0,2.0,3.0,1.0,4.0,1.0
,,107613,0,0,0,0,0,2,2.1,,0,Romain,0.0,461,False,,,50.3,107613.jpg,3.1,Saïss,2.2,False,,a,20,39,103,0,0,0,0,0.0,20.6,Saïss,2703,2,2,10,34,0,0,0,10,1,0,8,525,621.2,160.7,298.0,108.1,66.0,26.0,195.0,47.0,116.0,19.0,116.0,27.0
0.0,,114128,0,0,0,0,0,2,0.0,,0,Jonathan,0.0,462,False,Knee injury - Unknown return date,2020-08-15T10:00:11.923392Z,55.3,114128.jpg,3.5,Castro Otto,0.1,False,,i,20,39,123,0,0,0,0,0.0,22.4,Jonny,2885,2,3,11,35,0,0,0,4,0,0,6,537,543.6,379.2,299.0,122.4,98.0,39.0,94.0,19.0,115.0,18.0,95.0,19.0
,,141569,0,0,0,0,0,4,1.3,,0,Léo,0.0,463,False,,,51.3,141569.jpg,0.0,Bonatini,0.3,False,,a,20,39,0,0,0,0,0,0.0,0.0,Bonatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,460.0,53.0,457.0,53.0,452.0,53.0,460.0,53.0
,,151589,0,0,0,0,0,3,1.4,,0,Leander,0.0,464,False,,,50.0,151589.jpg,2.6,Dendoncker,2.9,False,,a,20,39,100,0,0,0,0,0.0,20.0,Dendoncker,2790,4,0,11,34,1,0,0,5,0,0,9,426,529.2,160.6,282.0,96.8,107.0,35.0,196.0,121.0,123.0,69.0,141.0,75.0
,,159533,0,0,0,0,0,3,2.2,,0,Adama,0.0,465,False,,,66.39999999999999,159533.jpg,3.5,Traoré,19.8,False,,a,20,39,130,0,0,0,0,0.0,20.0,Traoré,2599,4,9,7,33,0,0,0,1,0,0,14,522,727.2,786.4,583.0,209.7,45.0,12.0,19.0,16.0,55.0,28.0,29.0,16.0
,,171317,0,0,0,0,0,3,1.8,,0,Rúben Diogo,0.0,466,False,,,55.3,171317.jpg,2.6,da Silva Neves,2.6,False,,a,20,39,97,0,0,0,0,0.0,17.6,Neves,3053,2,2,13,35,0,0,0,9,0,0,7,498,538.6,445.4,307.0,129.1,100.0,33.0,68.0,51.0,114.0,64.0,86.0,51.0
,,179456,0,0,0,0,0,2,1.0,,0,Oskar,0.0,467,False,,,41.099999999999994,179456.jpg,0.0,Buur,1.5,False,,a,20,39,0,0,0,0,0,0.0,0.0,Buur,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,389.0,141.0,370.0,140.0,349.0,133.0,389.0,141.0
,,194634,0,0,0,0,0,3,2.2,,0,Diogo,0.0,468,False,,,65.3,194634.jpg,3.1,Jota,3.2,False,,a,20,39,105,0,0,0,0,0.0,16.2,Jota,2278,7,3,10,28,0,0,0,4,0,0,12,348,457.8,453.3,1139.0,204.9,131.0,50.0,63.0,49.0,18.0,7.0,33.0,17.0
,,200600,0,0,0,0,0,3,1.8,,0,Daniel,0.0,469,False,,,55.3,200600.jpg,2.8,Castelo Podence,0.4,False,,a,20,39,25,0,0,0,0,0.0,4.5,Podence,285,1,1,3,0,0,0,0,0,0,0,2,74,62.4,73.3,148.0,28.4,333.0,142.0,252.0,133.0,203.0,106.0,299.0,133.0
,,214048,0,0,0,0,0,2,1.0,,0,Max,0.0,470,False,,,40.4,214048.jpg,1.7,Kilman,1.9,False,,a,20,39,5,0,0,0,0,0.0,1.2,Kilman,184,0,0,0,2,0,0,0,0,0,0,0,24,35.2,1.2,0.0,3.7,347.0,127.0,356.0,135.0,350.0,134.0,359.0,129.0
,,216054,0,0,0,0,0,2,1.6,,0,Rúben Gonçalo,0.0,471,False,,,45.800000000000004,216054.jpg,2.0,Silva Nascimento Vinagre,18.1,False,,a,20,39,32,0,0,0,0,0.0,7.1,Vinagre,644,0,0,3,6,0,0,0,1,0,0,1,134,130.4,96.2,56.0,28.1,301.0,115.0,233.0,68.0,278.0,96.0,301.0,105.0
,,216208,0,0,0,0,0,1,1.7,,0,Matija,0.0,472,False,,,45.3,216208.jpg,0.0,Sarkic,0.2,False,,a,20,39,0,0,0,0,0,0.0,0.0,Sarkic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,440.0,47.0,431.0,38.0,420.0,34.0,440.0,47.0
0.0,,222531,0,0,0,0,0,3,0.0,,0,Morgan,0.0,473,False,Joined Swansea City on loan until the end of the season on 25/8. - Expected back 01 Jul,2020-08-25T12:00:07.425510Z,50.7,222531.jpg,1.6,Gibbs-White,0.0,False,,n,20,39,11,0,0,0,0,0.0,2.2,Gibbs-White,125,0,1,0,2,0,0,0,0,0,0,0,39,6.6,44.1,12.0,6.3,370.0,156.0,289.0,147.0,321.0,152.0,353.0,152.0
,,247632,0,0,0,0,0,3,1.8,,0,Pedro,0.0,474,False,,,55.4,247632.jpg,2.0,Lomba Neto,0.3,False,,a,20,39,57,0,0,0,0,0.0,10.4,Neto,920,3,3,1,12,0,0,0,3,0,0,0,194,227.8,232.0,260.0,71.8,250.0,107.0,155.0,102.0,135.0,80.0,190.0,97.0
,,428610,0,0,0,0,0,3,1.0,,0,Bruno André,0.0,475,False,,,45.4,428610.jpg,1.0,Cavaco Jordao,0.6,False,,a,20,39,1,0,0,0,0,0.0,0.2,Jordao,6,0,0,0,0,0,0,0,0,0,0,0,4,2.6,10.4,0.0,1.3,375.0,160.0,334.0,155.0,426.0,171.0,375.0,160.0
,,474003,0,0,0,0,0,4,1.3,,0,Leonardo,0.0,476,False,,,50.89999999999999,474003.jpg,0.0,Campana,0.3,False,,a,20,39,0,0,0,0,0,0.0,0.0,Campana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,475.0,54.0,472.0,54.0,470.0,54.0,475.0,54.0
,,449988,0,0,0,0,0,4,,,0,Fabio,0.0,504,False,,,55.9,449988.jpg,0.0,Silva,0.0,False,,a,20,39,0,0,0,0,0,0.0,0.0,Fabio Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,
,,111291,0,0,0,0,0,2,,,0,Fernando,0.0,505,False,,,50.3,111291.jpg,0.0,Marçal,0.0,False,,a,20,39,0,0,0,0,0,0.0,0.0,Marçal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,
